Product_ID,Product_Name,Category,Supplier_ID,Supplier_Name,Stock_Quantity,Reorder_Level,Reorder_Quantity,Unit_Price,Date_Received,Last_Order_Date,Expiration_Date,Warehouse_Location,Sales_Volume,Inventory_Turnover_Rate,Status
98-575-4736,Cucumber,Fruits & Vegetables,44-429-6199,Flashset,76,11,15,$1.80 ,10/20/2024,5/25/2024,9/17/2024,83 Pleasure Street,22,91,Active
57-861-4379,Swiss Cheese,Dairy,73-383-4390,Feedmix,93,8,51,$8.00 ,2/28/2024,5/15/2024,2/4/2025,64407 Marcy Plaza,93,85,Backordered
00-119-8780,Halibut,Seafood,14-703-2550,Jaxspan,40,81,78,$20.00 ,2/17/2025,7/16/2024,3/4/2024,21 Sunbrook Court,39,65,Backordered
28-824-9017,Trout,Seafood,93-712-3934,Flipbug,19,94,17,$11.50 ,8/22/2024,6/8/2024,6/14/2024,4 Jay Terrace,96,74,Discontinued
16-380-0753,Apricot,Fruits & Vegetables,24-603-5521,Quinu,38,22,71,$5.00 ,10/7/2024,5/16/2024,5/8/2024,701 Logan Court,33,62,Active
26-535-4727,Tilapia,Seafood,17-939-1338,Jamia,93,25,23,$7.00 ,6/21/2024,8/17/2024,4/29/2024,4 Darwin Circle,72,83,Backordered
59-857-6577,Evaporated Milk,Dairy,57-569-7172,Blognation,23,100,77,$2.00 ,5/10/2024,8/10/2024,3/4/2024,230 Tony Court,63,26,Discontinued
39-315-3936,Heavy Cream,Dairy,99-034-7010,Yata,57,62,72,$4.00 ,2/21/2025,9/25/2024,8/10/2024,850 Glacier Hill Drive,23,4,Backordered
87-199-2743,Papaya,Fruits & Vegetables,54-907-6531,Demivee,59,74,100,$4.50 ,3/26/2024,9/15/2024,11/12/2024,38695 Kenwood Circle,63,69,Active
60-771-0879,Blueberries,Fruits & Vegetables,90-554-0576,Kayveo,89,15,22,$10.00 ,11/17/2024,2/11/2025,5/3/2024,9 Karstens Center,79,42,Discontinued
00-440-9568,Blueberries,Fruits & Vegetables,43-605-2448,Kamba,53,98,25,$10.00 ,9/23/2024,9/4/2024,12/20/2024,052 Northland Trail,55,51,Active
07-074-1196,Plum,Fruits & Vegetables,69-112-6969,Skajo,11,56,62,$3.90 ,4/14/2024,1/10/2025,10/10/2024,27 New Castle Avenue,40,5,Backordered
69-674-5387,Yogurt,Dairy,04-313-0298,Miboo,59,27,63,$1.75 ,6/15/2024,6/27/2024,2/1/2025,6211 Hanson Terrace,92,82,Discontinued
08-940-8578,Onion,Fruits & Vegetables,37-686-1726,Oba,34,29,65,$2.00 ,5/3/2024,10/4/2024,11/22/2024,74 Menomonie Point,90,23,Discontinued
94-020-6982,Tuna,Seafood,72-649-3163,Thoughtstorm,25,75,27,$18.00 ,1/2/2025,10/5/2024,5/4/2024,381 Rutledge Place,31,36,Active
42-879-9478,Anchovies,Seafood,00-900-0119,Zoonder,81,22,20,$10.00 ,6/1/2024,2/23/2025,8/22/2024,86 Porter Junction,95,77,Discontinued
00-405-7428,Apple,Fruits & Vegetables,42-746-2717,Zava,81,74,45,$3.50 ,1/20/2025,1/27/2025,1/12/2025,42 Mallory Court,42,23,Discontinued
87-997-0228,Watermelon,Fruits & Vegetables,55-156-6528,Topicblab,71,4,37,$3.00 ,9/15/2024,10/24/2024,12/27/2024,26240 Maple Wood Place,81,25,Discontinued
05-498-7751,Cauliflower,Fruits & Vegetables,17-963-6051,Abata,52,22,37,$2.50 ,10/28/2024,7/10/2024,3/24/2024,30408 5th Way,56,44,Active
55-631-7937,Greek Yogurt,Dairy,79-508-5241,Avamba,26,54,90,$3.00 ,10/15/2024,6/19/2024,1/21/2025,82 Drewry Junction,25,81,Active
27-389-3529,Haddock,Seafood,73-201-2803,Feedfish,84,8,54,$9.00 ,1/14/2025,4/23/2024,3/9/2024,234 Eagle Crest Avenue,60,38,Active
84-272-0790,Blueberries,Fruits & Vegetables,00-635-4638,Eidel,28,86,44,$10.00 ,5/23/2024,11/18/2024,7/29/2024,53 Caliangt Junction,48,12,Backordered
01-903-5373,Strawberries,Fruits & Vegetables,37-902-0286,Lazz,94,77,89,$6.00 ,9/30/2024,6/20/2024,6/21/2024,32525 Marquette Park,40,84,Discontinued
49-311-3063,Kiwi,Fruits & Vegetables,15-947-9718,Talane,47,75,53,$6.00 ,2/6/2025,10/3/2024,7/3/2024,71 Bultman Drive,70,20,Discontinued
04-453-5485,Tomato,Fruits & Vegetables,43-880-2879,Quatz,84,20,58,$2.50 ,4/8/2024,1/10/2025,4/2/2024,2 Sunbrook Lane,86,64,Backordered
42-141-5718,Cheese,Dairy,67-662-3444,Mydeo,100,31,43,$9.00 ,9/13/2024,1/6/2025,12/26/2024,1700 Briar Crest Parkway,88,52,Backordered
89-602-6755,Milk,Dairy,51-054-3811,BlogXS,74,90,26,$1.00 ,5/23/2024,2/7/2025,7/17/2024,4 Bashford Court,24,11,Discontinued
15-240-6267,Eggplant,Fruits & Vegetables,12-983-3026,Mybuzz,91,55,94,$3.00 ,3/11/2024,4/10/2024,4/26/2024,25784 Old Gate Crossing,42,93,Active
05-193-8096,Grapes,Fruits & Vegetables,86-709-5618,Rhynoodle,82,21,85,$5.50 ,4/14/2024,3/19/2024,7/8/2024,38 Rutledge Plaza,39,18,Backordered
83-716-2177,Halibut,Seafood,79-518-8344,Linktype,18,46,26,$20.00 ,4/10/2024,10/10/2024,9/13/2024,26266 Esker Point,57,95,Backordered
08-725-8156,Tilapia,Seafood,32-196-4714,Flipopia,59,59,10,$7.00 ,8/18/2024,11/10/2024,3/15/2024,73397 Steensland Circle,57,50,Active
15-679-3935,Grapes,Fruits & Vegetables,35-906-1010,Jabbersphere,22,69,87,$5.50 ,2/9/2025,6/15/2024,2/20/2025,95 Garrison Plaza,34,26,Backordered
81-578-7404,Gouda Cheese,Dairy,90-177-6733,Rhyloo,67,79,98,$7.00 ,2/13/2025,8/11/2024,4/6/2024,5989 Longview Drive,73,36,Active
82-380-5378,Cheese,Dairy,96-353-3049,Oozz,78,24,31,$9.00 ,6/1/2024,6/3/2024,3/7/2024,05518 Saint Paul Street,60,41,Active
78-362-8578,Lemon,Fruits & Vegetables,57-633-6273,Vimbo,72,32,80,$2.45 ,7/6/2024,11/17/2024,4/10/2024,86 Corben Crossing,25,9,Backordered
32-261-0008,Heavy Cream,Dairy,26-073-5798,Oyoyo,63,48,22,$4.00 ,5/30/2024,2/18/2025,7/18/2024,2 Kingsford Center,21,90,Discontinued
80-334-0215,Grapes,Fruits & Vegetables,19-156-3869,Camimbo,88,27,92,$5.50 ,11/27/2024,4/30/2024,6/22/2024,611 Waubesa Circle,57,37,Discontinued
48-957-8596,Banana,Fruits & Vegetables,40-817-2222,Youfeed,95,25,91,$53.82 ,9/4/2024,4/24/2024,10/18/2024,3825 Raven Avenue,87,5,Discontinued
37-246-0018,Broccoli,Fruits & Vegetables,61-907-0994,Skilith,30,59,76,$4.00 ,3/20/2024,1/14/2025,4/11/2024,52 Alpine Crossing,61,3,Discontinued
17-002-4721,Green Beans,Fruits & Vegetables,38-310-4533,Omba,31,55,5,$2.00 ,9/10/2024,2/18/2025,10/29/2024,379 Duke Court,71,46,Active
47-802-5023,Cod,Seafood,51-010-8144,Buzzster,16,20,45,$8.00 ,4/30/2024,10/18/2024,6/7/2024,7096 Mcguire Park,81,62,Active
57-903-6434,Tomato,Fruits & Vegetables,30-460-3122,Shuffledrive,44,67,15,$2.50 ,3/13/2024,3/10/2024,3/23/2024,34 Linden Court,82,51,Active
95-252-9619,Carrot,Fruits & Vegetables,38-819-2922,Skynoodle,92,39,50,$1.60 ,12/27/2024,12/7/2024,11/9/2024,57453 Northwestern Alley,30,41,Backordered
06-797-4963,Pomegranate,Fruits & Vegetables,41-821-0197,Innojam,52,8,37,$6.00 ,8/31/2024,8/15/2024,8/16/2024,1008 Welch Street,38,81,Active
39-768-8205,Egg (Turkey),Dairy,07-987-4536,Gigabox,56,97,29,$2.50 ,2/28/2024,7/17/2024,11/29/2024,32 Rigney Terrace,82,100,Backordered
03-043-9933,Strawberries,Fruits & Vegetables,48-450-4126,Yombu,16,23,76,$6.10 ,7/21/2024,2/9/2025,2/8/2025,884 Fieldstone Plaza,50,27,Backordered
29-823-6004,Zucchini,Fruits & Vegetables,10-295-7996,Trudeo,52,79,87,$2.50 ,6/11/2024,4/4/2024,3/10/2024,3 Lawn Park,36,100,Discontinued
40-462-2952,Trout,Seafood,57-323-8059,Browsezoom,91,68,80,$11.50 ,8/12/2024,10/14/2024,11/19/2024,0258 Shoshone Center,81,85,Backordered
71-999-2404,Mango,Fruits & Vegetables,01-285-0018,Meezzy,58,58,28,$4.70 ,3/18/2024,8/5/2024,1/29/2025,18 Warrior Circle,85,63,Active
03-919-9890,Halibut,Seafood,69-289-8783,Wikibox,47,29,70,$20.00 ,8/9/2024,12/7/2024,7/25/2024,7 Riverside Road,61,44,Active
08-213-2058,Sour Cream,Dairy,13-179-9553,Babblestorm,43,73,14,$4.00 ,7/28/2024,9/7/2024,8/26/2024,33 Clarendon Hill,59,65,Active
51-312-8608,Cheddar Cheese,Dairy,06-315-0552,Jabbersphere,68,60,21,$8.90 ,2/27/2024,10/2/2024,4/29/2024,406 Westridge Alley,79,46,Active
67-512-9754,Egg (Turkey),Dairy,35-941-2585,DabZ,19,100,83,$2.50 ,4/25/2024,7/21/2024,3/22/2024,69 Orin Plaza,66,28,Discontinued
45-402-0421,Swiss Cheese,Dairy,87-201-6047,Quinu,70,84,72,$8.00 ,7/20/2024,12/8/2024,7/14/2024,36 Longview Street,71,20,Active
85-207-4164,Eggplant,Fruits & Vegetables,07-067-3439,Tanoodle,97,20,72,$3.00 ,2/29/2024,2/6/2025,12/10/2024,41 Comanche Park,29,59,Backordered
21-718-6746,Coconut,Fruits & Vegetables,96-012-3393,Eamia,16,53,12,$5.00 ,6/11/2024,1/20/2025,6/6/2024,277 Pawling Terrace,21,29,Discontinued
93-966-7754,Pineapple,Fruits & Vegetables,78-787-7171,Quinu,65,35,3,$3.50 ,8/11/2024,1/18/2025,9/27/2024,4 4th Place,25,13,Active
34-110-1040,Bell Pepper,Fruits & Vegetables,14-427-6604,Leenti,75,85,27,$4.50 ,5/30/2024,6/9/2024,6/24/2024,42397 Knutson Place,26,68,Discontinued
43-670-8544,Orange,Fruits & Vegetables,16-656-4821,Camido,84,95,22,$2.85 ,6/20/2024,5/14/2024,10/7/2024,3 Logan Trail,48,82,Discontinued
12-439-8428,Eggplant,Fruits & Vegetables,43-542-6868,Ainyx,17,3,33,$3.00 ,3/21/2024,9/14/2024,5/31/2024,6 Rusk Pass,49,17,Backordered
49-919-8798,Evaporated Milk,Dairy,82-482-3670,Gigabox,64,31,91,$1.90 ,6/19/2024,8/4/2024,10/10/2024,3 Dottie Junction,85,42,Discontinued
73-567-6194,Whipped Cream,Dairy,81-927-7236,Yakitri,76,81,85,$4.00 ,3/4/2024,12/10/2024,9/8/2024,069 Basil Center,65,68,Active
12-798-9401,Cream,Dairy,96-609-6152,Thoughtblab,18,14,77,$2.50 ,1/5/2025,5/12/2024,5/25/2024,5 Forster Point,78,4,Backordered
83-625-3618,Asparagus,Fruits & Vegetables,64-528-9996,Realmix,68,12,73,$5.00 ,8/5/2024,1/11/2025,7/4/2024,2696 Katie Road,84,95,Backordered
90-303-1821,Onion,Fruits & Vegetables,96-786-0667,Edgewire,50,20,74,$2.00 ,2/13/2025,8/3/2024,10/5/2024,6435 Burning Wood Drive,30,57,Backordered
71-631-5875,Salmon,Seafood,91-859-1733,Feedfish,88,83,42,$15.00 ,5/29/2024,9/9/2024,10/25/2024,13 Loomis Alley,61,59,Discontinued
02-275-6061,Potato,Fruits & Vegetables,21-829-0398,Edgewire,26,16,69,$1.20 ,6/30/2024,3/26/2024,8/19/2024,6891 Mandrake Park,64,79,Discontinued
37-666-3902,Cauliflower,Fruits & Vegetables,58-536-6583,Meevee,19,73,60,$2.45 ,3/12/2024,8/11/2024,6/12/2024,85276 Lakewood Gardens Alley,70,48,Backordered
73-942-0508,Kale,Fruits & Vegetables,37-057-3553,Brightbean,61,100,94,$4.00 ,7/20/2024,1/14/2025,10/4/2024,1034 2nd Point,76,2,Backordered
57-359-3397,Garlic,Fruits & Vegetables,54-659-1177,Twiyo,43,40,30,$7.00 ,7/13/2024,10/2/2024,12/19/2024,81071 West Alley,95,26,Active
80-371-3695,Cottage Cheese,Dairy,42-254-7371,Divape,89,42,76,$5.00 ,12/15/2024,11/30/2024,12/10/2024,163 Esch Pass,94,81,Backordered
65-644-1394,Pear,Fruits & Vegetables,23-280-1300,Lazz,26,95,36,$4.50 ,7/29/2024,1/6/2025,2/10/2025,582 Dahle Center,92,14,Active
04-293-6969,Peach,Fruits & Vegetables,69-087-6645,Linktype,37,38,24,$4.00 ,6/15/2024,9/2/2024,8/20/2024,0 Oak Valley Lane,93,32,Active
40-997-2786,Yogurt,Dairy,18-743-4684,Browsecat,76,98,41,$1.75 ,11/14/2024,5/23/2024,10/14/2024,5551 Mallory Lane,62,48,Backordered
91-553-1774,Feta Cheese,Dairy,74-943-4552,Demivee,80,43,80,$7.00 ,6/26/2024,9/5/2024,4/12/2024,84 Washington Crossing,64,53,Active
13-980-8804,Sweet Potato,Fruits & Vegetables,20-608-1290,Photospace,100,3,32,$2.00 ,8/19/2024,10/1/2024,2/10/2025,41 Nelson Center,98,91,Backordered
19-672-8982,Butter,Dairy,50-214-3802,Meembee,21,87,67,$3.10 ,1/3/2025,1/23/2025,3/31/2024,285 East Plaza,64,69,Discontinued
17-022-9721,Apple,Fruits & Vegetables,59-629-0798,Chatterpoint,43,63,99,$3.50 ,11/8/2024,12/13/2024,1/12/2025,39 Dahle Alley,39,77,Discontinued
22-849-2551,Mushrooms,Fruits & Vegetables,14-231-9135,Izio,34,1,79,$6.20 ,6/12/2024,12/20/2024,9/8/2024,81533 John Wall Court,58,36,Discontinued
53-050-8242,Mackerel,Seafood,31-163-5871,Yodoo,82,25,94,$7.50 ,3/30/2024,3/16/2024,2/15/2025,9 Cordelia Trail,66,14,Backordered
98-445-7372,Cod,Seafood,71-676-6562,Roombo,65,79,52,$8.00 ,5/12/2024,10/3/2024,5/30/2024,8531 Manley Court,56,94,Discontinued
29-875-6900,Papaya,Fruits & Vegetables,78-098-4468,Avaveo,45,28,6,$4.50 ,3/18/2024,1/23/2025,8/22/2024,2 Sachtjen Park,35,16,Discontinued
27-757-4489,Egg (Goose),Dairy,04-456-0715,Abatz,35,78,68,$2.50 ,4/12/2024,1/19/2025,7/4/2024,27535 Morrow Avenue,95,91,Discontinued
20-325-1965,Coconut,Fruits & Vegetables,97-155-1262,Katz,56,75,13,$5.00 ,9/4/2024,4/4/2024,5/21/2024,78884 Union Street,42,53,Backordered
76-090-4411,Ricotta Cheese,Dairy,82-552-6786,Shufflester,49,94,18,$6.00 ,12/12/2024,8/10/2024,4/16/2024,15 Loomis Avenue,38,11,Active
09-622-7119,Haddock,Seafood,59-781-3399,Youtags,30,81,99,$9.00 ,7/22/2024,1/30/2025,6/15/2024,665 Sommers Circle,99,3,Backordered
45-172-7012,Papaya,Fruits & Vegetables,95-721-9228,Brightbean,20,91,12,$4.50 ,11/26/2024,12/13/2024,12/1/2024,11 Kedzie Avenue,35,50,Active
30-996-2526,Green Beans,Fruits & Vegetables,30-942-0054,Izio,86,90,39,$2.10 ,10/20/2024,2/28/2024,9/7/2024,77 Monterey Avenue,98,85,Active
98-909-9395,Cottage Cheese,Dairy,74-119-5491,Feedfire,67,98,92,$5.00 ,4/22/2024,8/31/2024,12/7/2024,43 Heath Street,35,98,Backordered
61-796-6540,Ricotta Cheese,Dairy,40-002-8400,Fliptune,88,4,79,$6.00 ,4/24/2024,6/2/2024,8/14/2024,126 Spohn Plaza,23,39,Discontinued
60-343-3288,Tilapia,Seafood,22-940-6543,Vipe,85,92,66,$6.70 ,3/28/2024,1/1/2025,5/3/2024,6 Hanover Terrace,54,85,Backordered
27-783-5470,Feta Cheese,Dairy,45-997-6429,Thoughtstorm,74,65,5,$7.00 ,1/30/2025,7/27/2024,3/16/2024,6 Tony Junction,21,42,Discontinued
60-456-8169,Cheddar Cheese,Dairy,54-529-4459,Oyoba,21,28,72,$9.00 ,1/28/2025,2/28/2024,2/25/2024,710 Service Park,69,51,Backordered
35-836-6718,Ricotta Cheese,Dairy,27-838-4345,Thoughtblab,91,14,99,$6.00 ,2/10/2025,1/25/2025,1/22/2025,05 Canary Circle,50,5,Backordered
38-924-3007,Peas,Fruits & Vegetables,83-936-5065,Photolist,12,28,11,$3.00 ,5/18/2024,1/5/2025,4/17/2024,6 Anthes Court,46,88,Backordered
52-123-8039,Pomegranate,Fruits & Vegetables,24-087-5935,Browsebug,43,65,66,$6.00 ,12/21/2024,9/3/2024,1/16/2025,7 Schiller Court,78,73,Backordered
34-131-8805,Yogurt,Dairy,84-472-8001,Eimbee,92,92,28,$1.75 ,1/21/2025,9/10/2024,12/22/2024,44249 Sutteridge Crossing,50,67,Discontinued
28-505-8317,Watermelon,Fruits & Vegetables,61-755-4469,Digitube,23,85,94,$3.00 ,10/12/2024,7/23/2024,1/28/2025,848 Old Gate Parkway,92,72,Backordered
41-594-5069,Egg (Duck),Dairy,45-471-5053,Blogtags,77,1,41,$1.00 ,11/5/2024,2/5/2025,3/21/2024,9 Clemons Hill,58,55,Discontinued
94-658-4945,Sweet Potato,Fruits & Vegetables,09-153-0763,Skibox,65,10,81,$2.00 ,8/27/2024,2/12/2025,5/8/2024,15 Veith Circle,71,61,Backordered
69-561-2496,Banana,Fruits & Vegetables,38-790-7081,Skinix,82,29,62,$15.31 ,8/8/2024,3/18/2024,12/9/2024,154 Delladonna Hill,77,27,Backordered
98-858-6323,Swiss Cheese,Dairy,79-086-1717,Janyx,20,17,71,$8.00 ,10/22/2024,1/7/2025,11/16/2024,80729 Homewood Plaza,50,65,Active
92-995-8689,Cheddar Cheese,Dairy,18-682-7828,Wordify,31,65,94,$9.00 ,12/3/2024,10/17/2024,3/6/2024,1 Merchant Circle,63,7,Backordered
43-164-5984,Butter,Dairy,10-008-6747,Shuffletag,36,75,35,$2.90 ,4/13/2024,6/17/2024,11/23/2024,70862 Lighthouse Bay Junction,26,41,Discontinued
60-550-4771,Haddock,Seafood,24-568-9517,Kwimbee,75,80,87,$9.00 ,7/6/2024,10/3/2024,8/24/2024,1 Monica Lane,49,40,Backordered
08-114-3922,Anchovies,Seafood,19-418-7213,Camido,60,64,36,$10.00 ,9/2/2024,2/25/2024,2/15/2025,709 Vidon Avenue,34,48,Discontinued
70-145-2550,Lemon,Fruits & Vegetables,75-849-4524,Yata,91,6,37,$2.40 ,5/1/2024,8/7/2024,8/6/2024,5141 Anniversary Crossing,38,70,Backordered
51-761-6320,Egg (Goose),Dairy,28-461-1136,Youopia,43,78,85,$2.50 ,3/9/2024,8/30/2024,6/22/2024,587 Vermont Terrace,48,98,Backordered
11-815-7923,Parmesan Cheese,Dairy,98-304-8407,Rhyloo,96,9,57,$11.80 ,1/26/2025,6/16/2024,8/6/2024,89 Springs Alley,78,67,Active
83-966-3280,Mackerel,Seafood,50-305-3936,Twitterworks,30,29,70,$7.50 ,6/22/2024,10/13/2024,9/20/2024,0743 4th Place,80,43,Backordered
83-553-9523,Buttermilk,Dairy,89-976-4338,Zoombox,28,90,70,$2.45 ,11/5/2024,2/14/2025,1/28/2025,84336 Haas Place,76,78,Active
40-793-7235,Sour Cream,Dairy,89-048-3542,Chatterbridge,92,67,51,$4.00 ,4/5/2024,12/9/2024,5/19/2024,68086 Crowley Circle,23,78,Discontinued
74-666-5671,Tuna,Seafood,58-657-7257,Youspan,37,33,80,$18.00 ,12/21/2024,5/10/2024,5/4/2024,11263 Kipling Hill,27,73,Backordered
46-255-3073,Tilapia,Seafood,68-230-9130,Vinder,30,42,8,$7.00 ,5/2/2024,1/6/2025,7/11/2024,57 Eastwood Junction,48,23,Active
99-543-5039,Lemon,Fruits & Vegetables,63-683-7396,Livetube,65,88,20,$2.50 ,1/28/2025,11/20/2024,7/29/2024,71796 Waubesa Terrace,89,37,Backordered
28-608-0039,Lemon,Fruits & Vegetables,26-796-0872,Avavee,63,60,54,$2.50 ,12/26/2024,5/21/2024,4/15/2024,31057 Roth Place,33,31,Backordered
35-529-2933,Broccoli,Fruits & Vegetables,57-591-6452,Jabbersphere,85,54,18,$4.00 ,7/28/2024,10/23/2024,7/13/2024,2 School Drive,85,44,Discontinued
83-321-7887,Egg (Duck),Dairy,70-444-9176,Yombu,44,75,72,$1.00 ,12/14/2024,11/29/2024,8/2/2024,35598 Fuller Terrace,96,38,Discontinued
43-910-2342,Plum,Fruits & Vegetables,06-569-4690,Feedspan,26,69,90,$4.00 ,12/12/2024,6/8/2024,7/19/2024,46758 Hallows Center,47,35,Active
76-401-7083,Pomegranate,Fruits & Vegetables,29-156-0691,Meeveo,59,79,87,$6.00 ,9/3/2024,10/3/2024,7/31/2024,31892 Pennsylvania Street,47,18,Active
76-264-0748,Eggplant,Fruits & Vegetables,27-557-2375,Roombo,47,41,63,$3.00 ,4/15/2024,6/1/2024,1/9/2025,55 Morning Terrace,39,54,Active
88-586-8797,Grapes,Fruits & Vegetables,02-530-5932,Edgewire,98,62,97,$5.50 ,3/30/2024,8/25/2024,2/9/2025,9469 Bayside Plaza,59,19,Active
21-993-5632,Watermelon,Fruits & Vegetables,26-860-4618,Innotype,51,72,85,$3.00 ,3/23/2024,4/14/2024,10/23/2024,16730 Luster Alley,23,17,Active
27-681-5588,Anchovies,Seafood,89-959-2254,Flipopia,100,99,8,$10.00 ,2/19/2025,10/26/2024,12/7/2024,498 Delladonna Drive,54,92,Discontinued
23-265-8144,Yogurt,Dairy,31-524-1628,Jaxnation,55,50,56,$1.70 ,6/1/2024,11/9/2024,10/25/2024,14042 Dottie Avenue,62,26,Backordered
26-134-9069,Whipped Cream,Dairy,80-068-0825,Devcast,14,87,8,$4.00 ,3/10/2024,11/11/2024,1/30/2025,4929 Westend Point,90,14,Active
76-623-7844,Egg (Quail),Dairy,84-498-3849,Vinte,29,33,88,$0.80 ,7/19/2024,8/23/2024,5/15/2024,868 Swallow Point,50,35,Discontinued
12-714-5135,Ricotta Cheese,Dairy,97-055-2756,Janyx,49,28,74,$6.00 ,1/9/2025,1/14/2025,4/25/2024,2003 Delladonna Pass,70,38,Discontinued
95-130-9020,Heavy Cream,Dairy,75-985-6744,Youbridge,82,12,94,$4.10 ,2/28/2024,6/20/2024,1/21/2025,2 Canary Street,69,93,Active
82-678-8097,Cottage Cheese,Dairy,65-403-0311,Feedmix,68,82,58,$4.80 ,4/8/2024,8/24/2024,4/5/2024,6172 Hovde Circle,90,2,Backordered
56-831-6199,Salmon,Seafood,99-680-2351,Innojam,49,48,62,$15.00 ,9/16/2024,2/25/2024,8/14/2024,1247 Hoard Hill,96,37,Active
81-268-5905,Mackerel,Seafood,36-138-9045,Kazio,89,26,36,$7.50 ,10/24/2024,7/30/2024,6/14/2024,85953 Clyde Gallagher Drive,48,94,Active
41-237-5498,Cheese,Dairy,38-643-1626,Omba,88,53,44,$9.00 ,1/4/2025,12/24/2024,2/6/2025,29817 Coleman Drive,56,14,Discontinued
71-436-5841,Cauliflower,Fruits & Vegetables,87-546-9674,Dynabox,87,91,94,$2.50 ,7/4/2024,9/25/2024,6/25/2024,52 Victoria Plaza,47,4,Discontinued
65-368-2479,Egg (Turkey),Dairy,99-570-8162,Browsedrive,23,21,59,$2.40 ,8/15/2024,3/10/2024,10/7/2024,231 Merry Pass,81,8,Active
06-996-3221,Evaporated Milk,Dairy,97-821-7402,Buzzshare,11,9,65,$2.00 ,10/13/2024,12/4/2024,6/10/2024,579 Schlimgen Alley,48,96,Discontinued
87-272-6544,Egg (Goose),Dairy,93-699-8001,Skalith,90,3,49,$2.50 ,5/6/2024,5/3/2024,2/13/2025,4 Nelson Alley,51,87,Discontinued
88-401-3700,Cauliflower,Fruits & Vegetables,39-299-6093,Jabberstorm,86,66,24,$2.50 ,7/29/2024,2/4/2025,1/20/2025,39014 Randy Court,30,6,Discontinued
11-766-8738,Watermelon,Fruits & Vegetables,96-393-1428,Jabbersphere,27,64,43,$3.00 ,11/14/2024,11/30/2024,3/22/2024,20 Nelson Way,70,58,Discontinued
73-751-4393,Onion,Fruits & Vegetables,14-486-5626,Skyndu,68,10,29,$2.00 ,10/31/2024,6/7/2024,3/23/2024,03 Roth Court,37,11,Discontinued
08-961-3009,Cheese,Dairy,41-825-5869,Eimbee,50,14,6,$9.20 ,6/2/2024,12/19/2024,9/8/2024,01 Gateway Plaza,60,72,Backordered
33-440-2588,Bell Pepper,Fruits & Vegetables,68-596-5506,Tagpad,26,12,43,$4.40 ,1/17/2025,9/16/2024,2/24/2025,4 6th Plaza,73,20,Backordered
71-300-2191,Broccoli,Fruits & Vegetables,98-677-4279,Yamia,79,72,6,$4.00 ,7/11/2024,5/6/2024,5/1/2024,7 Heffernan Drive,67,63,Active
74-430-8245,Peach,Fruits & Vegetables,51-213-5660,Ainyx,73,90,77,$4.00 ,2/26/2024,8/15/2024,3/6/2024,7 Roxbury Circle,75,19,Backordered
68-636-4774,Carrot,Fruits & Vegetables,40-436-0171,Gevee,18,50,77,$1.45 ,11/3/2024,8/30/2024,2/19/2025,7744 Oxford Pass,44,19,Active
38-655-2312,Kale,Fruits & Vegetables,91-127-7174,Dabshots,79,74,87,$4.00 ,8/7/2024,4/9/2024,10/18/2024,17 Reinke Circle,80,26,Backordered
37-606-0510,Milk,Dairy,09-489-6314,Jabbercube,18,64,86,$1.00 ,9/13/2024,6/9/2024,11/9/2024,53 Homewood Alley,73,38,Active
22-329-7791,Watermelon,Fruits & Vegetables,72-013-2438,Eidel,53,41,30,$3.00 ,3/16/2024,1/13/2025,9/19/2024,50687 Porter Park,24,77,Discontinued
56-894-3733,Yogurt,Dairy,57-133-8386,Skinte,85,83,13,$1.75 ,4/5/2024,3/17/2024,2/2/2025,897 Independence Circle,49,75,Backordered
71-954-4501,Anchovies,Seafood,26-135-6134,Quatz,66,49,41,$10.00 ,6/27/2024,10/8/2024,7/26/2024,290 Rusk Avenue,27,37,Discontinued
95-356-1566,Grapes,Fruits & Vegetables,57-204-2098,Rhynyx,13,61,77,$5.50 ,7/22/2024,2/21/2025,1/29/2025,622 Buena Vista Trail,42,18,Backordered
35-621-2546,Swiss Cheese,Dairy,14-190-2260,Skiptube,85,89,41,$8.00 ,4/22/2024,4/7/2024,2/15/2025,3 Fairfield Center,68,93,Discontinued
21-013-3508,Cabbage,Fruits & Vegetables,64-489-8494,Meevee,12,95,49,$1.00 ,6/9/2024,6/13/2024,11/10/2024,84305 Fair Oaks Plaza,25,23,Backordered
33-807-7247,Mozzarella Cheese,Dairy,94-453-3755,Blogspan,58,17,26,$7.00 ,6/23/2024,7/7/2024,1/3/2025,63464 Jana Court,62,89,Backordered
33-507-9886,Pineapple,Fruits & Vegetables,11-445-3951,Quinu,68,25,16,$3.50 ,4/4/2024,8/19/2024,6/27/2024,0584 Lindbergh Alley,25,83,Active
06-503-5891,Egg (Goose),Dairy,19-098-2529,Babblestorm,40,22,74,$2.45 ,3/22/2024,9/23/2024,3/16/2024,49646 Derek Lane,76,70,Backordered
50-942-2409,Peas,Fruits & Vegetables,69-472-4067,Meedoo,75,91,68,$3.00 ,10/31/2024,4/23/2024,12/10/2024,7182 Summit Court,96,73,Backordered
44-305-1866,Butter,Dairy,25-190-3172,Jayo,48,71,86,$3.00 ,4/29/2024,7/2/2024,8/29/2024,51205 Rieder Junction,95,3,Discontinued
49-730-0159,Cream,Dairy,62-766-8232,Riffpedia,82,3,82,$2.40 ,10/3/2024,12/10/2024,8/26/2024,09189 2nd Drive,48,31,Active
